Condition;Not in condition;File;Line number
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/legal/__init__.py;364
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/legal/__init__.py;370
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/legal/__init__.py;469
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/legal/__init__.py;470
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/legal/__init__.py;471
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;1
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;2
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;4
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;5
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;6
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;7
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;8
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;10
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;11
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;13
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;14
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;15
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;16
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;17
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;18
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;20
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;21
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;23
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;24
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;26
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;27
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;29
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;30
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;31
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;32
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;33
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;35
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;36
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;37
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;39
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;40
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;41
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;42
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;43
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;45
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;46
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;48
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;50
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;51
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;52
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;53
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;54
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;56
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;57
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;58
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;60
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;61
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;62
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;63
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;64
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;65
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;66
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;68
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;69
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;70
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;71
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;72
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;74
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;75
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;76
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;77
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;78
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;79
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;80
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;81
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;82
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;83
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;84
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;85
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;86
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;87
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;88
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;93
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;94
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;100
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;101
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;102
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;103
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;104
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;105
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;106
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;107
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;108
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;109
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;110
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;111
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;112
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;113
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;122
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;123
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;124
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;125
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;126
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;127
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;128
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;129
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;130
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;131
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;132
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;134
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;135
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;137
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;138
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;140
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;141
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;143
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;144
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;145
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;146
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;147
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;148
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;205
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;207
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;208
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;209
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/templates/users_admin.html;210
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/forms.py;94
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;577
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;578
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;579
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;580
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;581
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;583
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;616
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;617
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;618
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;619
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/users/controllers.py;620
control-defaultactionselection;experimental;/opt/indico/src/indico/core/auth.py;40
control-defaultactionselection;experimental;/opt/indico/src/indico/core/auth.py;41
control-defaultactionselection;experimental;/opt/indico/src/indico/core/auth.py;42
control-defaultactionselection;experimental;/opt/indico/src/indico/web/templates/layout/base.html;66
control-defaultactionselection;experimental;/opt/indico/src/indico/web/templates/layout/base.html;67
control-defaultactionselection;experimental;/opt/indico/src/indico/web/templates/layout/base.html;68
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/controllers.py;129
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/controllers.py;130
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;1
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;2
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;4
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;5
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;6
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;7
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;8
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;10
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;12
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;13
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;14
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;15
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;17
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;18
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;19
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;20
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;21
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;23
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;24
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;26
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;27
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;28
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;29
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;30
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;32
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;33
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;34
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;35
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;37
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;38
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;39
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;40
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;41
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;42
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;43
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;44
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;45
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;46
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;51
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;52
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;53
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;55
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;56
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;57
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;58
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;59
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;60
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;61
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;63
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;64
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;65
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps.html;66
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;1
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;2
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;4
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;5
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;6
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;7
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;8
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;10
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;12
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;13
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;14
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;15
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;17
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;28
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;29
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;30
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/oauth/templates/apps_base.html;31
control-defaultactionselection;experimental;/opt/indico/src/indico/core/oauth/models/applications.py;134
control-defaultactionselection;experimental;/opt/indico/src/indico/util/passwords.py;130
control-defaultactionselection;experimental;/opt/indico/src/indico/util/passwords.py;131
control-defaultactionselection;experimental;/opt/indico/src/indico/util/passwords.py;149
control-defaultactionselection;experimental;/opt/indico/src/indico/core/errors.py;63
control-defaultactionselection;experimental;/opt/indico/src/indico/core/errors.py;64
control-defaultactionselection;experimental;/opt/indico/src/indico/core/errors.py;65
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/core/controllers.py;163
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/core/controllers.py;164
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/core/controllers.py;165
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/api/controllers.py;30
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/api/controllers.py;31
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/api/controllers.py;32
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/auth/controllers.py;251
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;37
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;38
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;39
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;40
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;41
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;42
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;44
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;45
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;52
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;53
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;57
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;58
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;59
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;60
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/controllers.py;61
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;1
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;2
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;4
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;5
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;6
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;7
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;8
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;10
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;11
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;12
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;13
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;19
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;20
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;21
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;22
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;23
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;24
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;26
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;27
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;29
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;30
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;32
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;33
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;34
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;35
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;36
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;38
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;39
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;40
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;41
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;42
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;43
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;45
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;47
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;48
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;50
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;51
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;53
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;54
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;56
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;57
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;59
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;61
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;62
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;64
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;65
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;67
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;68
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;70
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;71
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;73
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;84
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;85
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;87
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;119
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;120
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;121
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;123
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;124
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;125
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;126
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;128
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;129
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;130
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;131
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;132
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;134
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;135
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;136
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;137
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;138
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;139
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;140
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;141
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;142
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;143
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;144
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;145
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;146
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;147
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;148
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;149
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;150
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;155
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;156
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;161
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;162
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;167
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;168
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;174
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;175
control-defaultactionselection;experimental;/opt/indico/src/indico/modules/groups/templates/groups.html;197
